132776518028749850,-0.253479,-0.724361,0.641132,0.257782,-0.953123,0.0738037,-0.293444,0.12614,0.165241,-0.685459,-0.709113,-0.358291,0,0,0,1
132776518028969853,-0.253225,-0.724711,0.640836,0.257854,-0.952962,0.0728158,-0.294214,0.125816,0.166558,-0.685194,-0.709061,-0.358656,0,0,0,1
132776518029409859,-0.253649,-0.724469,0.640942,0.258121,-0.952527,0.0717221,-0.295888,0.125133,0.168392,-0.685566,-0.708268,-0.358998,0,0,0,1
132776518029629862,-0.255084,-0.72358,0.641377,0.258342,-0.952164,0.0725355,-0.296855,0.124887,0.168276,-0.686419,-0.707469,-0.359037,0,0,0,1
132776518029849868,-0.256516,-0.72274,0.641752,0.258528,-0.951862,0.0736265,-0.297552,0.124742,0.167803,-0.687187,-0.706835,-0.359094,0,0,0,1
132776518030091186,-0.256842,-0.722682,0.641687,0.258526,-0.951846,0.0741509,-0.297475,0.124659,0.167398,-0.687191,-0.706927,-0.359197,0,0,0,1
132776518030309875,-0.256828,-0.723167,0.641147,0.25854,-0.951917,0.074644,-0.297123,0.124635,0.167011,-0.686628,-0.707566,-0.359177,0,0,0,1
132776518030969882,-0.256819,-0.723835,0.640396,0.258194,-0.952092,0.0756547,-0.296307,0.12465,0.166028,-0.685813,-0.708587,-0.359566,0,0,0,1
132776518031409890,-0.256041,-0.724878,0.639527,0.257903,-0.95221,0.0751434,-0.296055,0.124627,0.166548,-0.684767,-0.709476,-0.359779,0,0,0,1
132776518031629892,-0.256125,-0.725487,0.638802,0.257736,-0.952143,0.0753093,-0.296229,0.124625,0.166803,-0.684103,-0.710057,-0.359871,0,0,0,1
132776518032091580,-0.255187,-0.727458,0.636934,0.257403,-0.952481,0.0758254,-0.295009,0.124822,0.166311,-0.68195,-0.71224,-0.360079,0,0,0,1
132776518032310262,-0.254847,-0.728319,0.636085,0.257257,-0.952611,0.0761124,-0.294514,0.124894,0.166086,-0.680998,-0.713202,-0.36014,0,0,0,1
132776518032750266,-0.254282,-0.729715,0.634709,0.25695,-0.952711,0.0760962,-0.294196,0.124982,0.16638,-0.679503,-0.714558,-0.360333,0,0,0,1
132776518033630277,-0.250203,-0.733425,0.632049,0.255976,-0.953876,0.0748816,-0.29071,0.125179,0.165885,-0.675634,-0.718332,-0.360964,0,0,0,1
132776518033850281,-0.249062,-0.734757,0.630952,0.255701,-0.954257,0.0749062,-0.289453,0.125247,0.165415,-0.674182,-0.719803,-0.361235,0,0,0,1
132776518034091194,-0.24743,-0.736512,0.629546,0.255416,-0.954735,0.0746133,-0.287948,0.125277,0.165104,-0.672297,-0.721635,-0.361559,0,0,0,1
132776518034749922,-0.244328,-0.740822,0.62569,0.254961,-0.955625,0.074442,-0.285025,0.125066,0.164575,-0.667564,-0.726136,-0.362666,0,0,0,1
132776518035189930,-0.242902,-0.743577,0.62297,0.255017,-0.955742,0.0735496,-0.284864,0.12462,0.165999,-0.664593,-0.728533,-0.363482,0,0,0,1
132776518036309959,-0.243759,-0.745418,0.62043,0.256849,-0.953661,0.0678792,-0.293127,0.122978,0.176388,-0.663132,-0.727422,-0.36409,0,0,0,1
132776518036529963,-0.243969,-0.745019,0.620827,0.257335,-0.953359,0.0669312,-0.294325,0.122852,0.177725,-0.663677,-0.7266,-0.363864,0,0,0,1
132776518036969969,-0.243492,-0.744261,0.621922,0.258353,-0.953197,0.0651256,-0.295254,0.122727,0.179243,-0.664706,-0.725285,-0.36304,0,0,0,1
132776518037189972,-0.24352,-0.743818,0.62244,0.258841,-0.953013,0.0642872,-0.296029,0.122656,0.180177,-0.665283,-0.724524,-0.362505,0,0,0,1
132776518037629978,-0.243708,-0.74372,0.622484,0.261251,-0.952661,0.0632733,-0.297379,0.122539,0.18178,-0.66549,-0.723933,-0.360485,0,0,0,1
132776518038091336,-0.244468,-0.744001,0.62185,0.261766,-0.952451,0.0639687,-0.297902,0.122696,0.181861,-0.665109,-0.724262,-0.359087,0,0,0,1
132776518038749994,-0.248456,-0.743978,0.620295,0.261485,-0.951811,0.0686532,-0.298902,0.122712,0.179791,-0.664667,-0.725184,-0.357497,0,0,0,1
132776518038969998,-0.250259,-0.744039,0.619497,0.261599,-0.951468,0.0706335,-0.299533,0.12261,0.179107,-0.664392,-0.725606,-0.356972,0,0,0,1
132776518039190000,-0.251964,-0.74403,0.618817,0.261626,-0.951129,0.0724369,-0.300177,0.122524,0.178515,-0.664208,-0.72592,-0.356635,0,0,0,1
132776518039410004,-0.253422,-0.74411,0.618124,0.261501,-0.950726,0.073616,-0.301164,0.122363,0.178596,-0.663988,-0.726101,-0.356416,0,0,0,1
132776518039630006,-0.254165,-0.744654,0.617163,0.261164,-0.950359,0.0738658,-0.30226,0.12217,0.179492,-0.663351,-0.726463,-0.356258,0,0,0,1
132776518039850010,-0.254086,-0.745375,0.616325,0.260698,-0.950154,0.0733236,-0.303034,0.122023,0.180683,-0.662601,-0.726852,-0.356195,0,0,0,1
132776518040091384,-0.253929,-0.746067,0.615552,0.26012,-0.949961,0.0726731,-0.303798,0.121867,0.18192,-0.661893,-0.727188,-0.356157,0,0,0,1
132776518040530075,-0.253744,-0.747126,0.614342,0.258954,-0.949524,0.0712924,-0.305484,0.121587,0.184438,-0.660848,-0.727504,-0.356186,0,0,0,1
132776518040750078,-0.253116,-0.747801,0.613781,0.258276,-0.949254,0.0695488,-0.306726,0.121449,0.186682,-0.660271,-0.727456,-0.356287,0,0,0,1
132776518040970080,-0.250734,-0.748623,0.613755,0.257541,-0.949366,0.0661764,-0.307122,0.12133,0.189303,-0.659685,-0.72731,-0.356428,0,0,0,1
132776518041410086,-0.243905,-0.751016,0.613583,0.25565,-0.950172,0.0584139,-0.306205,0.121227,0.194123,-0.657695,-0.727842,-0.356879,0,0,0,1
132776518041850092,-0.24041,-0.752255,0.613446,0.254163,-0.950839,0.0554083,-0.304688,0.121261,0.195213,-0.656539,-0.728594,-0.357343,0,0,0,1
132776518042091518,-0.240209,-0.752208,0.613582,0.25378,-0.950684,0.0545302,-0.305329,0.12104,0.196212,-0.656666,-0.72821,-0.357571,0,0,0,1
132776518042530201,-0.241553,-0.751552,0.613859,0.253663,-0.949632,0.0529414,-0.308863,0.120239,0.199628,-0.657546,-0.726486,-0.3579,0,0,0,1
132776518042970206,-0.244739,-0.749404,0.61522,0.254075,-0.948094,0.0521018,-0.313694,0.119154,0.203029,-0.660059,-0.723257,-0.35818,0,0,0,1
132776518043410212,-0.246799,-0.747726,0.616438,0.25456,-0.946487,0.0494722,-0.318929,0.118022,0.207975,-0.662162,-0.719923,-0.358501,0,0,0,1
132776518043630215,-0.247509,-0.747376,0.616577,0.254699,-0.945491,0.0473149,-0.322191,0.117433,0.211625,-0.662714,-0.718349,-0.358683,0,0,0,1
